wall_time,wall_elapsed_s,sim_time,x,y,yaw
1787847093.5653324,0.0,52.689,-8.49836648893771,8.995528724143915e-07,0.0014950523989825718
1787847097.1335988,2.103281636002066,55.511,-8.486912915718847,1.8568738503045994e-05,0.0015539202930681078
1787847097.1466196,2.116302039998118,55.579,-8.474472181899928,3.957273956327252e-05,0.002068222590566507
1787847097.503183,2.4728655239960062,55.783,-8.428510398985422,0.00017194800258624822,0.002621689748633386
1787847097.578931,2.5486140130014974,55.851,-8.411979232894177,0.00020481633259608424,0.0005859607194284676
1787847097.6624813,2.6321859750023577,55.953,-8.386689537692124,0.00016081316243707908,-0.005563316685299274
1787847097.8834877,2.853170588001376,56.123,-8.343797171351445,-0.0003589910160930128,-0.021218254187409687
1787847097.8962703,2.865952688996913,56.191,-8.326346186923406,-0.0007769857933297025,-0.028600188166741935
1787847098.3897367,3.359419316999265,56.463,-8.256538838551133,-0.0037751787025243583,-0.05989770660047734
1787847098.403623,3.3733056470009615,56.531,-8.239303318101381,-0.004864471825485927,-0.06879606052421083
1787847098.4148324,3.384514830999251,56.599,-8.222072512614869,-0.00611216437772308,-0.07846230762890218
1787847098.488385,3.458067672996549,56.667,-8.204974741663698,-0.007524549322471316,-0.08948350140112386
1787847098.8398507,3.8095338950006408,56.871,-8.15371182545599,-0.01305486653863967,-0.13133785923839955
1787847098.9160018,3.8856844609981636,56.939,-8.136644754138548,-0.015413747791793378,-0.14804882088613355
1787847099.0615332,4.031215925999277,57.075,-8.10234214905693,-0.02108726123881321,-0.18549383370734657
1787847099.2799163,4.249599306000164,57.211,-8.067655270337827,-0.02823254235086452,-0.22683878913380126
1787847099.2933226,4.2630050020015915,57.279,-8.050393491020245,-0.0323601019833711,-0.24845244555892756
1787847099.3051474,4.274829722002323,57.347,-8.033225414182054,-0.036862502858274054,-0.27048433542723255
1787847099.5905845,4.5602679299991,57.551,-7.98237611334355,-0.052592702765722484,-0.334723067433354
1787847099.9485319,4.918214532997808,57.789,-7.92446747094536,-0.0749524499512764,-0.4071821380269012
1787847100.0246015,4.994284171996696,57.857,-7.9082355228413554,-0.08209842787343224,-0.4272839190231103
1787847100.1065807,5.076264183997409,57.959,-7.884165313562649,-0.09341791213608859,-0.45663213248393303
1787847100.3289962,5.298678897997888,58.129,-7.844812124633805,-0.113804448598114,-0.5033328273475086
1787847100.3429031,5.312585872001364,58.197,-7.829343084383931,-0.12245981679227917,-0.5211116396757295
1787847101.0372252,6.006908096998814,58.571,-7.747016641753446,-0.17456410259188154,-0.607395967465863
1787847101.0508053,6.020487823996518,58.639,-7.732524218294011,-0.18474867904150932,-0.6205979565801845
1787847101.062545,6.03222760099743,58.707,-7.7181668022820995,-0.19511931812972683,-0.6331280059339925
1787847101.072842,6.0425241900011315,58.775,-7.70393911557946,-0.20566417697982353,-0.6449313655200543
1787847101.4237154,6.3933982439994,58.979,-7.66196898514266,-0.23821556533237384,-0.6752706061919344
1787847101.4365265,6.406209123997542,59.047,-7.648189804038698,-0.24932715054020851,-0.6836718353612884
1787847101.7937307,6.76341405200219,59.285,-7.600640722163796,-0.28902327531520733,-0.7078111210796845
1787847101.933985,6.9036675009992905,59.387,-7.580538843263761,-0.30635512857445907,-0.7161928273230129
1787847101.9443932,6.91407553099998,59.455,-7.567215667904253,-0.31799718209278277,-0.7210306873732745
1787847102.3033721,7.273055088997353,59.693,-7.520990594896994,-0.3591919156468584,-0.7344172769449933
1787847102.316385,7.286067613000341,59.761,-7.507873993399243,-0.3710575800078863,-0.7366408525621008
1787847102.6712666,7.640949259999616,59.999,-7.462113158594001,-0.4127348668554848,-0.7402536535863307
1787847103.1626158,8.132298890996026,60.271,-7.409927765525482,-0.4604799810830515,-0.741772786217908
1787847103.17983,8.149512741998478,60.339,-7.396892830248005,-0.4724289798290477,-0.7422100265597102
1787847103.1946366,8.164319308001723,60.407,-7.3838630552254125,-0.48438366103722535,-0.7426458013473514
1787847103.207632,8.177314472995931,60.475,-7.370838162560289,-0.4963434486440696,-0.7429766823725908
1787847103.6279373,8.597620403001201,60.713,-7.325267988240878,-0.5382172863586354,-0.7430229399898642
1787847103.6418004,8.611483226995915,60.781,-7.312245745360369,-0.5501776869985031,-0.7427257729766915
1787847104.0607061,9.030388822997338,61.019,-7.266634690918796,-0.5920017353447952,-0.7414848038199362
1787847104.0735686,9.043251019997115,61.087,-7.253593533316115,-0.6039410129988491,-0.7410223837604251
1787847104.0844083,9.054090847996122,61.155,-7.240546864662935,-0.6158745136755043,-0.7406337062574491
1787847104.7151937,9.684876751998672,61.529,-7.168787618705746,-0.6815150599404209,-0.7412282356212183
1787847104.7273312,9.69701365599758,61.597,-7.1557433774240735,-0.6934507026803374,-0.7406944138407504
1787847104.7381375,9.707820108997112,61.665,-7.1426921666601135,-0.7053783600640703,-0.7400708288555274
1787847104.816583,9.78626599299605,61.767,-7.123101050192591,-0.7232533501582074,-0.7388900173734
1787847105.166766,10.136448423996626,61.971000000000004,-7.083841812345041,-0.7589166009669354,-0.7358894312323185
