sim_stamp_s,wall_monotonic_s,linear_x_mps,linear_y_mps,angular_z_rps
1787918852.001175404,109382.290762083,0.031718556,0.000000000,0.006457081
1787918852.102585554,109382.392194016,0.066766076,0.000000000,0.015316613
1787918852.200912237,109382.490506763,0.102402925,0.000000000,0.018951640
1787918852.301011086,109382.590602233,0.131266177,0.000000000,0.015500076
1787918852.401018620,109382.690613977,0.153528392,0.000000000,0.005678738
1787918852.500739813,109382.790321196,0.169887319,0.000000000,-0.005596636
1787918852.600870132,109382.890462759,0.182003960,0.000000000,-0.014993041
1787918852.701008558,109382.990619489,0.191143960,0.000000000,-0.021157283
1787918852.800956726,109383.090548243,0.198089793,0.000000000,-0.024627099
1787918852.900891542,109383.190481630,0.203535855,0.000000000,-0.026444228
1787918853.001220703,109383.290829975,0.207738116,0.000000000,-0.027508365
1787918853.100945234,109383.390554368,0.207117498,0.000000000,-0.029518872
1787918853.200984240,109383.490591188,0.207062915,0.000000000,-0.037003119
1787918853.301081181,109383.590691979,0.207376301,0.000000000,-0.049241513
1787918853.400956392,109383.690572919,0.212552428,0.000000000,-0.060426660
1787918853.501116514,109383.790720623,0.216626227,0.000000000,-0.069733553
1787918853.600983620,109383.890577701,0.219038829,0.000000000,-0.075872324
1787918853.700884581,109383.990495888,0.215160459,0.000000000,-0.083095014
1787918853.800940990,109384.090545108,0.216299757,0.000000000,-0.088503614
1787918853.900899649,109384.190502867,0.218013629,0.000000000,-0.093379237
1787918854.001292467,109384.290897298,0.215465501,0.000000000,-0.100715905
1787918854.100889206,109384.390482693,0.212697059,0.000000000,-0.111465134
1787918854.201047897,109384.490658185,0.215811402,0.000000000,-0.119545646
1787918854.300920248,109384.590527261,0.214815989,0.000000000,-0.130282640
1787918854.401083946,109384.690685319,0.213336065,0.000000000,-0.142381757
1787918854.500898600,109384.790491041,0.212267444,0.000000000,-0.154778779
1787918854.601186275,109384.890790105,0.211877003,0.000000000,-0.168201268
1787918854.700937748,109384.990517975,0.212426752,0.000000000,-0.180954188
1787918854.800813913,109385.090407436,0.213094935,0.000000000,-0.193489671
1787918854.900858164,109385.190439083,0.213759407,0.000000000,-0.205314144
1787918855.000819921,109385.290413608,0.215217546,0.000000000,-0.215125903
1787918855.101106882,109385.390699241,0.216772988,0.000000000,-0.224098355
1787918855.201035261,109385.490614440,0.219190434,0.000000000,-0.231270418
1787918855.300881386,109385.590463712,0.221576706,0.000000000,-0.238195300
1787918855.400979996,109385.690578824,0.224191472,0.000000000,-0.244441599
1787918855.501154423,109385.790762227,0.226360708,0.000000000,-0.250482827
1787918855.600933075,109385.890541937,0.228508532,0.000000000,-0.256551623
