run,method,run_path,git_commit,profile,nav2_params,world_file,start_x_m,start_y_m,goal_x_m,goal_y_m,succeeded,nav2_status,simulation_duration_s,wall_duration_s,trajectory_length_m,final_xy_error_m,gazebo_non_ground_contact,gazebo_contact_messages,oracle_message_validation_exit,oracle_active_log_lines,oracle_stale_log_lines,control_p95_period_s,evidence_complete
oracle_run_01,oracle_zero_risk,experiments/oracle_mppi/gate4/zero_risk/oracle_run_01,73872bc5db65c56ad4f7aefa3e25fe63b92bf0ac,oracle_mppi_prediction,experiments/oracle_mppi/configs/nav2_mppi_oracle_params.yaml,src/rtabmap_tb3_nav/worlds/indoor_obstacle_course_large.world,-8.5,0.0,8.5,0.0,True,4,164.4,209.90826264501084,18.34735304404517,0.02760324372370582,False,434345,0,33,0,0.10033502578735352,True
oracle_run_02,oracle_zero_risk,experiments/oracle_mppi/gate4/zero_risk/oracle_run_02,73872bc5db65c56ad4f7aefa3e25fe63b92bf0ac,oracle_mppi_prediction,experiments/oracle_mppi/configs/nav2_mppi_oracle_params.yaml,src/rtabmap_tb3_nav/worlds/indoor_obstacle_course_large.world,-8.5,0.0,8.5,0.0,True,4,179.5,228.2509005000029,17.77804348891222,0.07183506783319604,False,473653,0,36,0,0.10030622482299804,True
oracle_run_03,oracle_zero_risk,experiments/oracle_mppi/gate4/zero_risk/oracle_run_03,73872bc5db65c56ad4f7aefa3e25fe63b92bf0ac,oracle_mppi_prediction,experiments/oracle_mppi/configs/nav2_mppi_oracle_params.yaml,src/rtabmap_tb3_nav/worlds/indoor_obstacle_course_large.world,-8.5,0.0,8.5,0.0,True,4,166.5,213.0815623600065,17.79959273937708,0.03307558260354357,False,439562,0,33,0,0.10031239986419677,True
reactive_run_01,reactive,experiments/oracle_mppi/gate4/zero_risk/reactive_run_01,73872bc5db65c56ad4f7aefa3e25fe63b92bf0ac,reactive_mppi_static,experiments/oracle_mppi/configs/nav2_mppi_reactive_10hz_params.yaml,src/rtabmap_tb3_nav/worlds/indoor_obstacle_course_large.world,-8.5,0.0,8.5,0.0,True,4,161.0,205.51001275899762,18.376761119320236,0.02602202048289658,False,425475,0,0,0,0.1003340721130371,True
reactive_run_02,reactive,experiments/oracle_mppi/gate4/zero_risk/reactive_run_02,73872bc5db65c56ad4f7aefa3e25fe63b92bf0ac,reactive_mppi_static,experiments/oracle_mppi/configs/nav2_mppi_reactive_10hz_params.yaml,src/rtabmap_tb3_nav/worlds/indoor_obstacle_course_large.world,-8.5,0.0,8.5,0.0,True,4,160.7,204.53692817299452,18.447572463785615,0.026184985178675367,False,427053,0,0,0,0.1002812385559082,True
reactive_run_03,reactive,experiments/oracle_mppi/gate4/zero_risk/reactive_run_03,73872bc5db65c56ad4f7aefa3e25fe63b92bf0ac,reactive_mppi_static,experiments/oracle_mppi/configs/nav2_mppi_reactive_10hz_params.yaml,src/rtabmap_tb3_nav/worlds/indoor_obstacle_course_large.world,-8.5,0.0,8.5,0.0,True,4,164.79999999999998,210.19093882200832,18.32401944181103,0.03400455400380821,False,435317,0,0,0,0.10029721260070801,True
