wall_time,wall_elapsed_s,sim_time,x,y,yaw
1787919169.11209,0.07001085199590307,52.6,-8.498391675746257,8.730929408829984e-07,0.0014706688016894846
1787919171.3957934,2.353713445001631,54.4,-8.483957227701277,2.4555777473411868e-05,0.0025835558136078317
1787919171.6028209,2.560741594003048,54.5,-8.469556972227798,8.616297275339668e-05,0.0069728387423284265
1787919171.6790833,2.637003508003545,54.6,-8.459072587216108,0.00017221808099521704,0.010268407530342727
1787919171.755041,2.712960987002589,54.7,-8.446199178821743,0.0003225500734085136,0.014101220351952128
1787919171.7697449,2.7276643090008292,54.7,-8.432372470259576,0.0005374445070221279,0.017949974970718815
1787919171.9091814,2.8671020600013435,54.8,-8.417880499970444,0.000819072270843914,0.02194980925668405
1787919172.0477824,3.0057026160066016,54.9,-8.40303655041307,0.0011680916767556702,0.02624446525250274
1787919172.0631464,3.0210668579966296,55.0,-8.387622782724533,0.0015990776739147753,0.030902915267196282
1787919172.2000117,3.157931901005213,55.0,-8.371929027236888,0.002114488004682771,0.03613436998576465
1787919172.2784595,3.2363798239966854,55.1,-8.35591602156477,0.002727768749134519,0.04214920703525011
1787919172.3560443,3.3139639389992226,55.2,-8.339870910519906,0.003444794850930411,0.04895117531334784
1787919172.4960213,3.4539422820089385,55.2,-8.324256213493214,0.004249690989424689,0.055793591235432094
1787919172.6347482,3.5926688170002308,55.4,-8.307728940074426,0.005211251911811274,0.062022228774930015
1787919172.7734947,3.7314153519982938,55.5,-8.290847272511492,0.006303781314281853,0.069061342890365
1787919172.9139194,3.871839558996726,55.6,-8.273880926445564,0.007524721779973922,0.07647780920089485
1787919172.9910653,3.94898520699644,55.7,-8.256867289729426,0.008877212732768385,0.08404355055087469
1787919173.0035877,3.9615076780028176,55.7,-8.239813302948146,0.01036319659363133,0.09164351558435581
1787919173.013254,3.9711733010044554,55.7,-8.222741794500015,0.011981378126219976,0.09919602783199194
1787919173.022088,3.980007550009759,55.7,-8.20563957256157,0.01373256952158526,0.10666176551810666
1787919173.093127,4.051047428001766,55.7,-8.18850801279684,0.01561506225926984,0.11396179262898516
1787919173.1079547,4.065875940999831,55.8,-8.17138550115906,0.017622306448651818,0.1211363505448219
1787919173.2482128,4.206133637999301,55.8,-8.154260355804093,0.01975459627837876,0.12835132588464981
1787919173.387485,4.345404858002439,56.0,-8.137126014515475,0.022016946886572613,0.13606602041796198
1787919173.402264,4.3601839280017884,56.0,-8.119753363705255,0.02444828205650201,0.14378933454334641
1787919173.5386295,4.49655030699796,56.1,-8.102323957352624,0.027022501413822127,0.15113468572567992
1787919173.6785998,4.636520758009283,56.2,-8.084904038398767,0.02972376540572066,0.15810480069362376
1787919173.8174984,4.775419876998058,56.3,-8.067501799079928,0.03254498303015532,0.16486374554964708
1787919173.832373,4.790292913996382,56.3,-8.050107110732688,0.035485310727380544,0.17162771855109302
1787919173.906698,4.864617632003501,56.3,-8.032716348730448,0.03854924788179953,0.17882751986164916
1787919174.047818,5.00573845100007,56.4,-8.015350372594694,0.04174141997146209,0.18663133312072921
1787919174.12538,5.083299404010177,56.5,-7.998014108852622,0.04507519902981111,0.195384691214923
