segment,segment_name,wall_time,wall_elapsed_s,sim_time,x,y,yaw
1,起点到A,1787301314.2734075,0.06923505599843338,240.3,-8.492910714279928,2.3100781651556187e-05,0.006789971912995724
1,起点到A,1787301316.4569712,2.252798094006721,242.0,-8.481205572681516,0.00011141579741744153,0.008833849177390291
1,起点到A,1787301316.530797,2.3266232750029303,242.1,-8.468930146947196,0.00022806848722389667,0.010645730258441167
1,起点到A,1787301316.6068625,2.4026891330140643,242.2,-8.452079860100582,0.0004197344657200891,0.012520431854281483
1,起点到A,1787301316.6185133,2.4143400610191748,242.2,-8.433045037824494,0.000667928230040016,0.01371342174113029
1,起点到A,1787301316.6912277,2.4870544979930855,242.2,-8.414005288174069,0.0009326189054808019,0.014115328896666198
1,起点到A,1787301316.829429,2.6252555809915066,242.3,-8.394963511083228,0.0011997155732500623,0.013664645155234488
1,起点到A,1787301316.966742,2.7625692039728165,242.4,-8.375917278786616,0.0014465590573028517,0.011584412237045762
1,起点到A,1787301317.1034596,2.8992863849853165,242.5,-8.35686689975086,0.001645587076141842,0.00838507165672107
1,起点到A,1787301317.1190815,2.9149076089961454,242.6,-8.33781100165097,0.001774668260724511,0.003815644213190103
1,起点到A,1787301317.1306655,2.9264918509870768,242.6,-8.318749571283764,0.0018076574391475903,-0.0020211307475661642
1,起点到A,1787301317.2039607,2.999787232023664,242.6,-8.299683306752897,0.0017195656137211131,-0.009309565282621928
1,起点到A,1787301317.34236,3.1381867729942314,242.7,-8.280613836059302,0.0014820101384647854,-0.01788992331937657
1,起点到A,1787301317.4817715,3.2775984249892645,242.8,-8.261543886833428,0.0010732328385225287,-0.027609037248894824
1,起点到A,1787301317.5582108,3.3540376080200076,242.9,-8.242475726970858,0.00047228150429964096,-0.03829765805890522
1,起点到A,1787301317.6369646,3.4327907969709486,243.0,-8.22341254098959,-0.0003385945065727028,-0.049843480332060125
1,起点到A,1787301317.6501172,3.4459434999735095,243.0,-8.20435679510805,-0.0013769793887806032,-0.062475302821287
1,起点到A,1787301317.7238328,3.5196605250239372,243.0,-8.185313072167826,-0.002662760917607175,-0.07595692900099528
1,起点到A,1787301317.86139,3.657216806022916,243.1,-8.166286834928844,-0.004209215025068828,-0.09001581348403592
1,起点到A,1787301317.9988935,3.7947202490177006,243.2,-8.14728276693775,-0.00602752908583662,-0.10466910510988779
1,起点到A,1787301318.1374233,3.9332501650205813,243.4,-8.128306242746069,-0.008127623928976308,-0.11991094844298834
1,起点到A,1787301318.150816,3.946642648021225,243.4,-8.109363150230298,-0.010520268130391057,-0.135627421160739
1,起点到A,1787301318.1622448,3.9580713029718027,243.4,-8.090459749663731,-0.013212709072855938,-0.15159114854074915
1,起点到A,1787301318.2348788,4.030705632001627,243.4,-8.071601505240196,-0.01620881816156861,-0.16790070301765092
1,起点到A,1787301318.373711,4.169537918001879,243.6,-8.052794466298964,-0.0195145593863881,-0.18453504890109299
1,起点到A,1787301318.4519985,4.247825158992782,243.7,-8.034045221260731,-0.023134012759026802,-0.20138523092785415
1,起点到A,1787301318.5900652,4.385892177990172,243.7,-8.01535986091312,-0.02707027860150206,-0.21843026500698454
1,起点到A,1787301318.7288246,4.524651293002535,243.8,-7.996744615775809,-0.03132559613208074,-0.23559262979114048
1,起点到A,1787301318.742033,4.537859371979721,243.9,-7.9782057358687535,-0.03590002806608142,-0.25283000855382354
1,起点到A,1787301318.7533998,4.549226653994992,243.9,-7.95974901096898,-0.04079366462938173,-0.27010630193564955
1,起点到A,1787301318.8260126,4.621839391009416,243.9,-7.941380247083545,-0.04600557028719009,-0.2873739516509463
1,起点到A,1787301318.9646099,4.7604370070039295,244.0,-7.923104821749326,-0.051533820633308476,-0.30461852938491224
1,起点到A,1787301319.1010406,4.896867892006412,244.1,-7.904928238008457,-0.057376253738707805,-0.32181533885197583
1,起点到A,1787301319.238135,5.033962110988796,244.2,-7.886855704438255,-0.0635293194077803,-0.3389188201809041
1,起点到A,1787301319.251835,5.047661756980233,244.3,-7.870091429726183,-0.0695420004377874,-0.3516966198867699
1,起点到A,1787301319.2636862,5.059512705018278,244.3,-7.852867107942953,-0.0759160503605403,-0.35986336007599257
1,起点到A,1787301319.3376513,5.133478711999487,244.3,-7.838804787149396,-0.0812667900864067,-0.3708467162252596
1,起点到A,1787301319.4754314,5.271258923981804,244.4,-7.82548318479908,-0.08651379539955549,-0.38298851791256666
1,起点到A,1787301319.61513,5.4109579009818844,244.5,-7.812228877995757,-0.09192377636438684,-0.3955397981406391
1,起点到A,1787301319.6292913,5.425117719976697,244.6,-7.798952155806826,-0.09754288863927314,-0.40938408882487626
1,起点到A,1787301319.6417785,5.437604882987216,244.6,-7.785842961805137,-0.10332205840142102,-0.42554922352426905
1,起点到A,1787301319.7781358,5.573962752008811,244.7,-7.772830365066502,-0.10931744773778937,-0.44243966251762046
1,起点到A,1787301319.9171343,5.7129608819959685,244.8,-7.759921955908584,-0.11553160509202154,-0.45932267741420446
1,起点到A,1787301320.0568933,5.852720536000561,244.9,-7.747121383326539,-0.12196146940049327,-0.4760421015899975
1,起点到A,1787301320.1321685,5.927994915982708,245.0,-7.734431091079643,-0.1286028795019483,-0.4924418414330076
1,起点到A,1787301320.1453013,5.94112757302355,245.0,-7.721322486533535,-0.13574273568558415,-0.5085678778073607
1,起点到A,1787301320.1603827,5.956209043972194,245.0,-7.705319799943373,-0.14480524883445278,-0.525907572060011
1,起点到A,1787301320.2973287,6.093155361013487,245.1,-7.68888215063054,-0.15450420544310436,-0.5447057141284257
1,起点到A,1787301320.4354248,6.231251880992204,245.2,-7.672629335778194,-0.1645156967151873,-0.5638791152883248
1,起点到A,1787301320.5758545,6.3716822669957764,245.3,-7.656572293153748,-0.17483607379184718,-0.5827557137106983
1,起点到A,1787301320.5917344,6.3875611199764535,245.4,-7.640713200709544,-0.18545424657441653,-0.6012523816014038
1,起点到A,1787301320.6037016,6.399528232985176,245.4,-7.625052346134498,-0.19635750634957375,-0.6188333959032416
1,起点到A,1787301320.6775699,6.473396443994716,245.4,-7.6095839217684595,-0.20752873317771456,-0.6357205425427813
1,起点到A,1787301320.8137503,6.609577018010896,245.5,-7.594305070730566,-0.21895561044612225,-0.6518943239886233
1,起点到A,1787301320.9507759,6.746602585015353,245.6,-7.579210729137886,-0.23062217767894058,-0.6672199362953413
1,起点到A,1787301321.0878148,6.883642536995467,245.7,-7.564295112062142,-0.24251399043072042,-0.6819402250741362
1,起点到A,1787301321.225795,7.021622193977237,245.8,-7.549554714395985,-0.25461952865820664,-0.6960366933401476
1,起点到A,1787301321.240365,7.036191596998833,245.9,-7.534984686922795,-0.266926868321531,-0.7094112903852708
1,起点到A,1787301321.2516985,7.047524981026072,245.9,-7.520578807921413,-0.27942342103961015,-0.7222577991233672
1,起点到A,1787301321.261874,7.057700315024704,245.9,-7.50633280237272,-0.29209991903705873,-0.7344218348265071
1,起点到A,1787301321.3980186,7.193845860019792,246.0,-7.492239462747729,-0.30494388796189825,-0.745884557431719
1,起点到A,1787301321.5409162,7.336746591026895,246.1,-7.47829195834443,-0.31794416910011597,-0.7567005116737419
1,起点到A,1787301321.6830833,7.478910094010644,246.2,-7.464483909075211,-0.33109039901628357,-0.7669121704797981
1,起点到A,1787301321.8211522,7.616979064012412,246.3,-7.450808534318082,-0.3443722833566864,-0.776483201643394
1,起点到A,1787301321.835121,7.630947534984443,246.4,-7.437258991826842,-0.35778035107334105,-0.7855006583329232
1,起点到A,1787301321.8472593,7.643085678981151,246.4,-7.423829033790049,-0.37130623507564287,-0.7939808843740823
1,起点到A,1787301321.858862,7.654688370006625,246.4,-7.410511491343302,-0.38494094941591916,-0.8017957053547953
1,起点到A,1787301321.9313405,7.727167589007877,246.4,-7.397298943286048,-0.39867594441387705,-0.8090764380346559
1,起点到A,1787301322.0681074,7.863934307999443,246.5,-7.384184673867153,-0.4125034858537241,-0.8158989899716275
1,起点到A,1787301322.2057474,8.001574690977577,246.6,-7.371163513605326,-0.42641805855971765,-0.8224384658977296
1,起点到A,1787301322.3433702,8.139196462987456,246.7,-7.358232055873568,-0.4404149704552901,-0.8285091831564233
1,起点到A,1787301322.4806619,8.27648900297936,246.9,-7.345384009221907,-0.4544871936318734,-0.8341694634782504
1,起点到A,1787301322.4955058,8.29133280197857,246.9,-7.332614379191348,-0.46862938480101174,-0.8394923475332412
1,起点到A,1787301322.5082505,8.304076824977528,246.9,-7.319918318629875,-0.4828364881323313,-0.8444279807341581
