scenario_id,pair_group,reactive_run,oracle_run,reactive_present,oracle_present,reactive_success,oracle_success,reactive_nav2_succeeded,oracle_nav2_succeeded,reactive_acceptance_pass,oracle_acceptance_pass,reactive_outcome,oracle_outcome,reactive_runner_exit_code,oracle_runner_exit_code,reactive_trial_exit_code,oracle_trial_exit_code,reactive_prediction_cost_weight,oracle_prediction_cost_weight,reactive_simulation_duration_s,oracle_simulation_duration_s,delta_oracle_minus_reactive_simulation_duration_s,reactive_wall_duration_s,oracle_wall_duration_s,delta_oracle_minus_reactive_wall_duration_s,reactive_minimum_recorded_clearance_m,oracle_minimum_recorded_clearance_m,delta_oracle_minus_reactive_clearance_m,reactive_first_slowdown_elapsed_s,oracle_first_slowdown_elapsed_s,delta_oracle_minus_reactive_slowdown_time_s,reactive_stop_ratio,oracle_stop_ratio,reactive_dynamic_contact,oracle_dynamic_contact
S2_gate5_conflict,cost_000/run_01,reactive_run_01,oracle_run_01,True,True,True,True,True,True,True,True,PASS,PASS,0,0,0,0,,0.0,76.2,75.8,-0.4000000000000057,101.38306532398565,113.60903171400423,12.225966390018584,0.218620599,0.223054992,0.004434393000000009,,,,0.0,0.0,False,False
S2_gate5_conflict,cost_010/run_01,reactive_run_01,oracle_run_01,True,True,True,True,True,True,True,True,PASS,PASS,0,0,0,0,,10.0,77.3,189.9,112.60000000000001,102.1142562039895,251.2776126379904,149.1633564340009,0.285338602,0.0,-0.285338602,1787991017.171,1787991253.0679998,235.89699983596802,0.0,0.0,False,False
S2_gate5_conflict,cost_050/run_01,reactive_run_01,oracle_run_01,True,True,False,True,False,True,False,True,NAV_FAILURE,PASS,5,0,5,0,,50.0,66.89999999999999,79.10000000000001,12.200000000000017,88.553233892977,105.41256050000084,16.85932660702383,0.199679755,0.337748748,0.138068993,1787991703.2719998,1787991939.38,236.1080002784729,0.0,0.0,False,False
