segment,segment_name,wall_time,wall_elapsed_s,sim_time,x,y,yaw
1,C->A,1787378088.8235416,0.0700436889892444,34.7,-4.99894148649934,4.000000256413157,0.0009372064734623262
1,C->A,1787378090.8474927,2.0939943509874865,36.3,-4.988341993839888,4.000002491543965,-0.0011010279579717335
1,C->A,1787378090.861575,2.10807625297457,36.4,-4.977591638197536,3.999971333269083,-0.007013024849825964
1,C->A,1787378090.9978974,2.244399672956206,36.5,-4.964383399529123,3.9998073943411314,-0.02320316375275843
1,C->A,1787378091.0114558,2.2579570389934815,36.5,-4.950536431230298,3.9993664283008084,-0.047257799403369195
1,C->A,1787378091.0234213,2.2699221979710273,36.5,-4.936479529999614,3.9985744743636116,-0.07199851979221264
1,C->A,1787378091.1619327,2.4084346359595656,36.6,-4.922298381805691,3.997423104267257,-0.09695610105964154
1,C->A,1787378091.3005848,2.5470864929957315,36.7,-4.90772192564412,3.9958718719739226,-0.12199471249778245
1,C->A,1787378091.4390135,2.685514999961015,36.8,-4.8932341029853434,3.9939608544905476,-0.14791918652222913
1,C->A,1787378091.5772283,2.8237301009939983,36.9,-4.877874678873096,3.991507692979698,-0.17649986036098625
1,C->A,1787378091.7160819,2.9625844589900225,37.0,-4.861875480468247,3.9884891848317037,-0.20377399258392104
1,C->A,1787378091.7357056,2.982207203982398,37.1,-4.8456367480825895,3.984970644364969,-0.22981507319784436
1,C->A,1787378091.7517395,2.998240830958821,37.1,-4.8289215511909855,3.9808955689449226,-0.2553372807724992
1,C->A,1787378091.7657378,3.0122393110068515,37.1,-4.811872626979448,3.9762666867557726,-0.28155429692690814
1,C->A,1787378091.839654,3.0861556499730796,37.1,-4.793605556402865,3.9707915176881645,-0.30746348199557333
1,C->A,1787378091.9765563,3.2230583310010843,37.2,-4.775442441624416,3.964838343197584,-0.3323472489486228
1,C->A,1787378092.1151857,3.361687730997801,37.3,-4.7589246317464635,3.958966733794531,-0.35728485616111233
1,C->A,1787378092.1931417,3.439643425983377,37.4,-4.742032177763904,3.9524790003414405,-0.3826272518715816
1,C->A,1787378092.2074666,3.4539681719616055,37.5,-4.725016731231918,3.9454401586360928,-0.4081051417414388
1,C->A,1787378092.3442063,3.5907077479641885,37.5,-4.707566680838016,3.937695758781622,-0.4336435920993757
1,C->A,1787378092.4796247,3.7261258039507084,37.6,-4.690305270793215,3.92950152107467,-0.4588747111397492
1,C->A,1787378092.6150458,3.861547588952817,37.7,-4.67325638826704,3.920879104950498,-0.48334744713555033
1,C->A,1787378092.7533312,3.9998328699730337,37.8,-4.656423304270561,3.9118507567810723,-0.506617289234311
1,C->A,1787378092.829729,4.076230379985645,38.0,-4.63980504390555,3.902440084775729,-0.5289632320817867
1,C->A,1787378092.842196,4.088696899998467,38.0,-4.624346647781973,3.8932288882006243,-0.5501159820574393
1,C->A,1787378092.8531816,4.099682603962719,38.0,-4.6081692969844825,3.883148664316707,-0.5680362492329738
1,C->A,1787378092.8635223,4.110023530956823,38.0,-4.592152221187599,3.872778411101597,-0.5846785445344244
1,C->A,1787378092.8727336,4.119234857964329,38.0,-4.5763078482036095,3.862150342774221,-0.600328095725589
1,C->A,1787378093.008533,4.2550349129596725,38.1,-4.560629884799102,3.8512815973885153,-0.6152723742421753
