wall_time,wall_elapsed_s,sim_time,x,y,yaw
1787877583.3673246,0.0,59.265,-8.498173835053274,9.989251800265273e-07,0.0016821329265549923
1787877586.3269353,2.214048804002232,61.577,-8.488132671470618,2.2431407354505975e-05,0.0026905107385984165
1787877586.4096003,2.2967139579996,61.679,-8.476735411988173,5.906626713603856e-05,0.004071845949177816
1787877586.6931512,2.5802649079996627,61.849,-8.45025292895372,0.00018790315482213014,0.005203383574106869
1787877586.8444772,2.731590645998949,61.985,-8.425542965967997,0.0003066149893478171,0.0038993719673521957
1787877586.9906046,2.877718121992075,62.087,-8.405552512762121,0.00036784912512550036,0.0018872747135070264
1787877587.1354966,3.0226104600005783,62.189,-8.384508765444808,0.00038782837796428883,-0.00043278291477890876
1787877587.490946,3.378059647991904,62.393,-8.341409840011552,0.00026881484396214304,-0.005606108630589373
1787877587.503472,3.3905856289929943,62.461,-8.32658691411144,0.0001746065690719772,-0.0077143715336675436
1787877587.7230372,3.6101514140027575,62.631,-8.289791054535426,-0.00021165811206583584,-0.01439894295663086
1787877587.7365735,3.6236875299946405,62.699,-8.275059438792605,-0.00044210696271518773,-0.01783636900969688
1787877588.0174687,3.9045821180043276,62.869,-8.237878816645994,-0.0012925649589368513,-0.029880444455365175
1787877588.0957966,3.982910991006065,62.937,-8.222833213951416,-0.001774227577386377,-0.03572723951598431
1787877588.247545,4.134658848997788,63.073,-8.193306439803234,-0.0029958266432860217,-0.04921106558484774
1787877588.3234448,4.210558428996592,63.141,-8.178565827944224,-0.0037623624679281415,-0.056749348863968575
1787877588.6148806,4.501994252001168,63.345,-8.134366262492223,-0.006780137444722464,-0.08302132875589557
1787877588.7662258,4.653339898999548,63.481,-8.105009481643506,-0.00948784398702818,-0.10425610773082476
1787877588.91212,4.7992338219919475,63.583,-8.08288679092974,-0.011961702165033226,-0.1219487213245908
1787877589.0564942,4.943608033005148,63.685,-8.060661083414825,-0.014861003501023156,-0.14113751924153992
1787877589.2017188,5.088832708002883,63.787,-8.038193129139234,-0.01824540177563191,-0.16193266252340627
1787877589.277663,5.164776853998774,63.855,-8.023121334524939,-0.02078838566912858,-0.17647004224384652
1787877589.425144,5.312257006997243,63.991,-7.9927512034418084,-0.02661496128647785,-0.207046042303061
1787877589.5667648,5.453878643005737,64.093,-7.969750769650414,-0.031680649388903644,-0.23104897538529864
1787877590.054782,5.941895644005854,64.365,-7.907680665080345,-0.04835976736344267,-0.2994153617304683
1787877590.0675683,5.954682139999932,64.433,-7.89222574422756,-0.05324212920986338,-0.3175104816001157
1787877590.1499572,6.037071181999636,64.535,-7.86920849727795,-0.06109747984670203,-0.34542125701397614
1787877590.3019052,6.189019294004538,64.671,-7.847093642730295,-0.06932531089979398,-0.3680065546509087
1787877590.44368,6.330793392000487,64.773,-7.830185744515717,-0.07599904700840857,-0.38830058581950716
1787877590.5858505,6.472964408996631,64.875,-7.813430533513893,-0.08302939638792571,-0.410641488573975
1787877590.8712485,6.758362638996914,65.045,-7.785614248359799,-0.0957080052045021,-0.448962996454946
1787877590.9543962,6.841509713995038,65.147,-7.768871600775488,-0.10397091428966948,-0.4720755064433736
1787877591.2450123,7.1321255910006585,65.351,-7.735347641807734,-0.12198721194533874,-0.5179779271231394
1787877591.4002137,7.2873291239957325,65.487,-7.708394713201574,-0.1378669517362217,-0.5511949499146123
1787877591.545367,7.432481042997097,65.589,-7.688868944897105,-0.15016756561005218,-0.5774448016967115
1787877591.6212382,7.508352099001058,65.657,-7.676857711261373,-0.15809832134333662,-0.593346674406494
1787877592.0490034,7.936116723998566,65.929,-7.6375478585682695,-0.18589071134714177,-0.635952907351561
1787877592.208253,8.095366551991901,66.099,-7.620642598656137,-0.19850804813048237,-0.6458274251980688
1787877592.4874017,8.374515247996897,66.269,-7.607494677878556,-0.20841554742040155,-0.6443544298887256
1787877592.8432968,8.730410691001453,66.507,-7.590465944630602,-0.22109913985203594,-0.6337428844145697
1787877592.9342217,8.821335254993755,66.677,-7.581754013782597,-0.2274369797935851,-0.6198240642351984
1787877594.9042041,10.791317929004435,68.139,-7.593018211693384,-0.2234015347911801,-0.3495320264383522
1787877595.4070604,11.2941741609975,68.479,-7.603217641217992,-0.21999936490777616,-0.3056285135649819
