wall_time,wall_elapsed_s,sim_time,x,y,yaw
1787917624.8231409,0.0,59.165,-8.498175770233562,9.458124294246661e-07,0.0016802221054692226
1787917630.731614,2.5063060879911063,63.823,-8.468515867475315,9.8334034296974e-05,0.004816012995795471
1787917630.749315,2.524006166990148,63.891,-8.457644508638223,0.00015232875281480067,0.0051571695440734405
1787917630.762791,2.5374815149989445,63.959,-8.446103101344656,0.0002110516733828722,0.004957251279665774
1787917631.253978,3.028669313993305,64.265,-8.387715481749849,0.0003643376935214625,-0.0011599114192191679
1787917631.2674222,3.0421131210023304,64.333,-8.373516975576322,0.00033608012311543223,-0.0034586279063639775
1787917631.6864655,3.461156174991629,64.605,-8.316042887092152,-0.00015965011084404437,-0.015257866435614855
1787917631.6947277,3.4694181379891234,64.673,-8.301563586800567,-0.000400336907526472,-0.018986009055700744
1787917631.766991,3.541681788992719,64.741,-8.287192372122766,-0.0006945105870171233,-0.02309547709879298
1787917632.4023588,4.177050004989724,65.115,-8.205661318801305,-0.003682537560186837,-0.05324291402631047
1787917632.4157407,4.190431950002676,65.183,-8.190893824191884,-0.004504336706180368,-0.05973051474954295
1787917632.427808,4.202498967002612,65.251,-8.176090195634464,-0.005426094326853507,-0.06647857109642633
1787917632.5076349,4.282326610002201,65.353,-8.154248327356527,-0.006975747873087471,-0.0772732606332316
1787917632.6617913,4.436483034995035,65.489,-8.125451766374589,-0.009406321715866967,-0.09395284075854586
1787917633.425885,5.200576293995255,65.897,-8.039075462991882,-0.02019926592182723,-0.16229318435582243
1787917633.4396222,5.214313336997293,65.965,-8.024586235632489,-0.02264590148760057,-0.17614651769123488
1787917633.4503572,5.225047922998783,66.033,-8.009979089475218,-0.02532344954423758,-0.19054662713479942
1787917633.4599695,5.234660123998765,66.101,-7.995347295386762,-0.028227497002326303,-0.20560201410066412
1787917633.4696736,5.244364376994781,66.169,-7.9806414718094345,-0.03137987259407017,-0.2211258968209018
1787917633.9639628,5.738654422995751,66.441,-7.921082057809687,-0.04670116515324126,-0.28777478591604577
1787917634.047243,5.821934589999728,66.543,-7.898518262951667,-0.053647487456286815,-0.3144342349668617
1787917634.3374915,6.112182985001709,66.747,-7.859670871302195,-0.0672054648046644,-0.35876890349571583
1787917634.4899902,6.264681717992062,66.883,-7.83724261794609,-0.07587649132779556,-0.38398019434658315
1787917634.7050717,6.479763227995136,67.019,-7.814973620251165,-0.08519864839363006,-0.4133075406096925
1787917634.718834,6.4935248349938774,67.087,-7.803862055116957,-0.09014367413156046,-0.428323445595067
1787917635.0033526,6.778045081999153,67.257,-7.775957282692537,-0.10346103027206648,-0.4662164094028066
1787917635.0869887,6.861679912995896,67.359,-7.759042864432806,-0.1121717957439985,-0.48899147825216155
1787917635.654925,7.429616410998278,67.699,-7.690913899025753,-0.1520066126813562,-0.5711726916482683
